sms,label,Spam/NonSpam,Word_length,preprocessed_text
"Everybody had fun this evening. Miss you.
",0,Non Spam,7,everybodi fun thi
"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?
",0,Non Spam,18,hella money grand natur adventur galileo littl bit
"Oh wow thats gay. Will firmware update help
",0,Non Spam,8,wow gay firmwar updat
"These won't do. Have to move on to morphine
",0,Non Spam,9,morphin
"How come i din c ü... Yup i cut my hair...
",0,Non Spam,11,din yup cut hair
"K k pa Had your lunch aha.
",0,Non Spam,7,pa lunch aha
"Captain vijaykanth is doing comedy in captain tv..he is drunken :)
",0,Non Spam,11,captain vijaykanth comedi captain tvhe drunken
"Of course. I guess god's just got me on hold right now.
",0,Non Spam,12,cours guess god hold
"Do you hide anythiing or keeping distance from me
",0,Non Spam,9,hide anythi distanc
"Havent.
",0,Non Spam,1,havent
"You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
",1,Spam,19,rip mobil content <url> <phone> polytruepixringtonesgam download onli <number>
"Sorry i din lock my keypad.
",0,Non Spam,6,sorri din lock keypad
"Are you planning to come chennai?
",0,Non Spam,6,plan chennai
"We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
",1,Spam,29,tri contact repli offer video phone <number> anytim ani network min half price rental camcord repli <phone>
"God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
",0,Non Spam,32,god creat gap btwn finger dat sum vri special gap hold hand plz dont creat gap leg
"We are okay. Going to sleep now. Later
",0,Non Spam,8,sleep
"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE ""
",0,Non Spam,24,final ha happen aftr decad beer cheaper petrol gover expect drink dont drive
"A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 
",1,Spam,27,<cur><number> xma reward wait comput ha randomli pick loyal mobil custom receiv <cur><number> reward <phone>
"Where r e meeting tmr?
",0,Non Spam,5,meet tmr
"Lol yes. But it will add some spice to your day.
",0,Non Spam,11,lol ye add spice day
"Our Prasanth ettans mother passed away last night. Just pray for her and family.
",0,Non Spam,14,prasanth ettan mother pass night pray famili
"K, I'll work something out
",0,Non Spam,5,ill work someth
"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
",1,Spam,20,privat <number> account statement <number> unredeem point <phone> identifi code <number> expir <number><number><number>
"This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
",0,Non Spam,20,thi messag great doctor india <number> drink appi fizz cancer caus age
"You call him and tell now infront of them. Call him now.
",0,Non Spam,12,infront
"Ok no prob...
",0,Non Spam,3,prob
"Ladies first and genus second k .
",0,Non Spam,7,ladi genu
"No. Yes please. Been swimming?
",0,Non Spam,5,ye pleas swim
"Mum not going robinson already.
",0,Non Spam,5,mum robinson alreadi
"Ok set let u noe e details later...
",0,Non Spam,8,set noe
"Not..tel software name..
",0,Non Spam,3,nottel softwar
"I send the print  outs da.
",0,Non Spam,6,send print
"IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
",0,Non Spam,10,reali soz imat mum nite moro
"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!
",0,Non Spam,29,born god anoth idiot born god competit knew day becom freind forev
"I didnt get ur full msg..sometext is missing, send it again
",0,Non Spam,11,didnt msgsometext send
"Probably not, I'm almost out of gas and I get some cash tomorrow
",0,Non Spam,13,probabl cash tomorrow
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114
",1,Spam,24,custom servic announc tri deliveri unabl pleas <phone> reschedul ref<phone>
"I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?
",0,Non Spam,25,forgot <number> smth card lei <number> write smth sign
"I'm leaving my house now.
",0,Non Spam,5,leav hous
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text
",1,Spam,31,babe chloe smash saturday night great weekend visionsmscom text ptext
"Ü ready then call me...
",0,Non Spam,5,readi
"Wewa is 130. Iriver 255. All 128 mb.
",0,Non Spam,8,wewa <number> iriv <number> <number> mb
"It is a good thing I'm now getting the connection to bw
",0,Non Spam,12,good thing connect bw
"Sry da..jst nw only i came to home..
",0,Non Spam,8,sri dajst nw onli
"That's cool he'll be here all night, lemme know when you're around
",0,Non Spam,12,cool hell night lemm
"Are you staying in town ?
",0,Non Spam,6,stay town
"Haha yeah, 2 oz is kind of a shitload
",0,Non Spam,9,haha yeah <number> kind shitload
"Ok u can take me shopping when u get paid =D
",0,Non Spam,11,shop paid =d
"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins
",0,Non Spam,12,alright bring <> min
"But pls dont play in others life.
",0,Non Spam,7,dont play life
"Eatin my lunch...
",0,Non Spam,3,eatin lunch
"Hmmm.but you should give it on one day..
",0,Non Spam,8,hmmmbut day
"Didn't try, g and I decided not to head out
",0,Non Spam,10,didnt tri decid head
"Ok no prob
",0,Non Spam,3,prob
"Surly ill give it to you:-) while coming to review.
",0,Non Spam,10,surli ill review
"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies
",0,Non Spam,30,march readi problem capit complet work ladi
"Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
",0,Non Spam,30,food prefer pap veri slowli load sugar hour water veri veri slowli
"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU
",1,Spam,25,urgent mobil <phone> award <cur><number> bonu caller prize <number><number><number> thi attempt contact <phone> boxqu
"A guy who gets used but is too dumb to realize it.
",0,Non Spam,12,guy dumb realiz
"Okey dokey, i‘ll be over in a bit just sorting some stuff out.
",0,Non Spam,13,okey dokey ill bit sort stuff
"Yes fine 
",0,Non Spam,2,ye fine
"I liked the new mobile
",0,Non Spam,5,mobil
"Anytime...
",0,Non Spam,1,anytim
"Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
",0,Non Spam,22,mmmmmmm snuggl deep content sigh whisper fuck love bare stand
"Yar but they say got some error.
",0,Non Spam,7,yar error
"Hey anyway i have to :-)
",0,Non Spam,6,hey
"Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
",0,Non Spam,19,wow healthi airport lor thk anyth els ill bath dog
"Wif my family booking tour package.
",0,Non Spam,6,wif famili book tour packag
"Did you say bold, then torch later. Or one torch and 2bold?
",0,Non Spam,12,bold torch torch bold
"Haha awesome, I might need to take you up on that, what you doin tonight?
",0,Non Spam,15,haha awesom doin tonight
"Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
",0,Non Spam,16,ya knw vl givit kanoanyway enjoy wit famili wit salari
"Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
",0,Non Spam,19,huh slow tot reach long ago liao <number> day onli <number> leh
"Thats cool princess! I will cover your face in hot sticky cum :)
",0,Non Spam,13,cool princess cover face hot sticki cum
"Big brother‘s really scraped the barrel with this shower of social misfits
",0,Non Spam,12,big brother realli scrape barrel thi shower social misfit
"Oops i thk i dun haf enuff... I go check then tell ü..
",0,Non Spam,13,oop thk dun haf enuff check
"S:)8 min to go for lunch:)
",0,Non Spam,6,s<number> min lunch
"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.
",0,Non Spam,24,hey happen switch cell day thi isnt good care tomorrow
"K will do, addie &amp; I are doing some art so I'll be here when you get home
",0,Non Spam,18,addi art ill
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...
",0,Non Spam,19,aiyo lesson earli sleepin haha oki liao den confirm lor
"Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..
",0,Non Spam,15,forgot smth number clearer
"Yup. Anything lor, if u dun wan it's ok...
",0,Non Spam,9,yup anyth lor dun wan
"I'm home, my love ... If your still awake ... *loving kiss*
",0,Non Spam,12,love awak love kiss
"HELLO PEACH! MY CAKE TASTS LUSH!
",0,Non Spam,6,peach cake tast lush
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply
",1,Spam,29,free game rayman golf <number> free game arcad game set repli post save activ press <number> key arcad termsappli
"There'll be a minor shindig at my place later tonight, you interested?
",0,Non Spam,12,therel minor shindig place tonight
"Jason says it's cool if we pick some up from his place in like an hour
",0,Non Spam,16,jason cool pick place hour
"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call
",1,Spam,26,mobil <number> mth updat latest cameravideo phone free number extra free minstext text ye
"I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
",0,Non Spam,24,career tel contact indyarockscom send free remov phonebook <>
"I've reached already.
",0,Non Spam,3,ive reach alreadi
"I dont know ask to my brother. Nothing problem some thing that. Just i told .
",0,Non Spam,16,dont brother noth problem thing told
"K:)eng rocking in ashes:)
",0,Non Spam,4,keng rock ash
"Wat time r ü going to xin's hostel?
",0,Non Spam,8,wat time xin hostel
"Good Morning my Dear Shijutta........... Have a great &amp; successful day.
",0,Non Spam,11,good morn dear shijutta great success day
"Oh k:)after that placement there ah?
",0,Non Spam,6,kafter placement
"Not for possession, especially not first offense
",0,Non Spam,7,possess especi offens
"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?
",0,Non Spam,31,onli drive mani reason bbdtht chikku hw abt dvg coldheard tht vinobanagar violenc hw conditionand hw ani problem
"I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
",0,Non Spam,49,bought test yesterday someth exact day ovulatewhen <number> wk dont fret worri relax anyth histori
"We have pizza if u want
",0,Non Spam,6,pizza
"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""
",0,Non Spam,18,weird shit bein woah realis actual reason
"Many more happy returns of the day. I wish you happy birthday.
",0,Non Spam,12,mani happi return day happi birthday
"""Thinking of u ;) x""
",0,Non Spam,5,
"Orh i tot u say she now still dun believe.
",0,Non Spam,10,orh tot dun believ
"When you just put in the + sign, choose my number and the pin will show. Right?
",0,Non Spam,17,+ sign choos number pin
"The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
",0,Non Spam,25,beauti life hide secret everi life gud
"Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
",0,Non Spam,18,darlinim cool bday drink <number> nite morrow care soonxxx
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to
",0,Non Spam,23,mayb leav credit card told
"Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
",1,Spam,27,weekli coolmob tone readi download thi week tone includ <number> crazi frogaxel f>>> <number> akonlonely>>> <number> black eyeddont >>>more info
"Well boy am I glad G wasted all night at applebees for nothing
",0,Non Spam,13,boy glad wast night applebe noth
"Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
",1,Spam,25,cashbincouk lot cash thi weekend <url> dear welcom weekend biggest cash
